Regulasi|Tipe|Tanggal|Status|Properti Regulasi|Bagian (Section)|Kode Item|Item Ref|Item|Item Description|Property|Kode Sub Item|Sub Item Ref|Sub Item
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|3|Pasal 9 ayat 3|Dalam hal LJK telah dikenai sanksi administratif sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 3 ayat (1), ayat (4), Pasal 4 ayat (1), ayat (3), Pasal 6 ayat (2), Pasal 7 ayat (1), dan Pasal 8 ayat (1), Otoritas Jasa Keuangan dapat mengenakan sanksi administratif kepada LJK berupa:|Cukup jelas.||3|c|pembatasan kegiatan usaha; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|3|Pasal 9 ayat 3|Dalam hal LJK telah dikenai sanksi administratif sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 3 ayat (1), ayat (4), Pasal 4 ayat (1), ayat (3), Pasal 6 ayat (2), Pasal 7 ayat (1), dan Pasal 8 ayat (1), Otoritas Jasa Keuangan dapat mengenakan sanksi administratif kepada LJK berupa:|Cukup jelas.||4|d|pembekuan kegiatan usaha tertentu.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|4|Pasal 9 ayat 4|Dalam hal anggota Direksi dan/atau anggota Dewan Komisaris telah dikenai sanksi administratif sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 3 ayat (2), Pasal 6 ayat (2), dan Pasal 7 ayat (1), Otoritas Jasa Keuangan dapat mengenakan sanksi administratif kepada anggota Direksi dan/atau anggota Dewan Komisaris berupa larangan sebagai pihak utama LJK sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai penilaian kembali bagi pihak utama LJK.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|5|Pasal 9 ayat 5|Dalam hal berdasarkan penilaian Otoritas Jasa Keuangan terdapat pelanggaran signifikan sehingga perlu dikenai sanksi dengan segera, pengenaan sanksi sebagaimana dimaksud pada ayat (3) dan ayat (4) dapat langsung dikenakan tanpa didahului dengan pengenaan sanksi sebagaimana dimaksud pada ayat (1).|Pelanggaran signifikan berdasarkan penilaian Otoritas Jasa Keuangan antara lain apabila terjadi kesengajaan pelanggaran, kesalahan berulang, dan penolakan penyampaian laporan oleh LJK.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 10 ayat 1|LJK wajib menyampaikan kepada Otoritas Jasa Keuangan:|Cukup jelas.||1|a|Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 3 dengan mengacu pada Pedoman Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 10 ayat 1|LJK wajib menyampaikan kepada Otoritas Jasa Keuangan:|Cukup jelas.||2|b|Laporan atau koreksi laporan penerapan Strategi Anti Fraud dengan mengacu pada Pedoman Pengisian Laporan Penerapan Strategi Anti Fraud.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 10 ayat 2|Dalam hal terdapat kejadian Fraud berdampak signifikan, LJK wajib menyampaikan laporan kejadian Fraud berdampak signifikan kepada Otoritas Jasa Keuangan dengan mengacu pada Pedoman Pengisian Laporan Fraud Berdampak Signifikan.|Laporan Fraud berdampak signifikan memuat kejadian Fraud yang diperkirakan berdampak negatif secara signifikan terhadap LJK dan/atau Konsumen, antara lain: a. pelanggaran signifikan terhadap ketentuan peraturan perundang-undangan yang dilakukan oleh pelaku Fraud; b. kejadian Fraud yang dapat membahayakan kelangsungan usaha LJK; dan/atau c. kejadian Fraud yang berpotensi menjadi perhatian publik atau menurunkan reputasi LJK.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|3|Pasal 10 ayat 3|Penyampaian laporan sebagaimana dimaksud pada ayat (1) huruf b dan ayat (2) wajib dilakukan secara lengkap, akurat, kini, dan utuh.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|4|Pasal 10 ayat 4|Pedoman Pengisian Laporan Penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1) huruf b tercantum dalam Lampiran II yang merupakan bagian tidak terpisahkan dari Peraturan Otoritas Jasa Keuangan ini.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|5|Pasal 10 ayat 5|Pedoman Pengisian Laporan Fraud Berdampak Signifikan sebagaimana dimaksud pada ayat (2) tercantum dalam Lampiran III yang merupakan bagian tidak terpisahkan dari Peraturan Otoritas Jasa Keuangan ini.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 11 ayat 1|Bagi LJK berupa bank umum, perusahaan asuransi dan perusahaan reasuransi, perusahaan pembiayaan, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah yang telah memperoleh izin dari Otoritas Jasa Keuangan wajib menyampaikan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf a kepada Otoritas Jasa Keuangan dalam jangka waktu paling lama 3 (tiga) bulan terhitung sejak berlakunya Peraturan Otoritas Jasa Keuangan ini.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 11 ayat 2|Bagi LJK berupa bank perekonomian rakyat, perusahaan efek, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dana pensiun, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah yang telah memperoleh izin dari Otoritas Jasa Keuangan wajib menyampaikan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf a kepada Otoritas Jasa Keuangan dalam jangka waktu paling lama 6 (enam) bulan terhitung sejak berlakunya Peraturan Otoritas Jasa Keuangan ini.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|3|Pasal 11 ayat 3|Bagi LJK yang memperoleh izin setelah berlakunya Peraturan Otoritas Jasa Keuangan ini wajib menyampaikan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf a kepada Otoritas Jasa Keuangan dalam jangka waktu paling lama 3 (tiga) bulan terhitung sejak memperoleh izin dari Otoritas Jasa Keuangan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 12|Dalam hal terdapat perubahan terhadap Strategi Anti Fraud yang telah disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 11, LJK wajib menyampaikan perubahan Strategi Anti Fraud dimaksud dalam jangka waktu paling lama 7 (tujuh) hari kerja terhitung sejak perubahan dilakukan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||1|a|nama LJK;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||2|b|pelaku Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||3|c|jabatan pelaku Fraud pada saat melakukan Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||4|d|status tindak lanjut penanganan Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||5|e|jenis Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||6|f|aktivitas terkait Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||7|g|deskripsi Fraud atau modus operandi;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||8|h|lokasi kejadian Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||9|i|divisi/bagian terjadinya Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||10|j|pihak yang dirugikan;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||11|k|waktu kejadian Fraud; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 13|Laporan penerapan Strategi Anti Fraud dan laporan kejadian Fraud berdampak signifikan yang wajib disampaikan kepada Otoritas Jasa Keuangan sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b dan Pasal 10 ayat (2) memuat informasi paling sedikit:|Cukup jelas.||12|l|jumlah kerugian.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 14 ayat 1|Bagi LJK berupa bank umum dan bank perekonomian rakyat, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah wajib menyampaikan laporan penerapan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b kepada Otoritas Jasa Keuangan setiap semester untuk posisi akhir bulan Juni dan akhir bulan Desember, paling lambat pada tanggal 31 bulan berikutnya setelah akhir bulan laporan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 14 ayat 2|Bagi LJK berupa perusahaan efek, perusahaan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, perusahaan pembiayaan, dana pensiun, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan, dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah wajib menyampaikan laporan penerapan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 10 ayat (1) huruf b kepada Otoritas Jasa Keuangan setiap tahun untuk posisi akhir bulan Desember, paling lambat pada tanggal 31 Januari tahun berikutnya.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 15 ayat 1|Bagi LJK berupa bank umum, bank perekonomian rakyat, perusahaan efek, perusahan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dan perusahaan pembiayaan, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah wajib menyampaikan laporan kejadian Fraud berdampak signifikan sebagaimana dimaksud dalam Pasal 10 ayat (2) kepada Otoritas Jasa Keuangan dalam jangka waktu paling lama 3 (tiga) hari kerja setelah diketahui terjadinya Fraud yang berdampak signifikan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 15 ayat 2|Bagi LJK berupa dana pensiun, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan, dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyampaikan laporan kejadian Fraud berdampak signifikan sebagaimana dimaksud dalam Pasal 10 ayat (2) kepada Otoritas Jasa Keuangan dalam jangka waktu paling lama 6 (enam) hari kerja setelah diketahui terjadinya Fraud yang berdampak signifikan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 16 ayat 1|Bagi LJK berupa:|Cukup jelas.||1|a|bank umum;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 16 ayat 1|Bagi LJK berupa:|Cukup jelas.||2|b|bank perekonomian rakyat dengan modal inti paling sedikit sebesar Rp50.000.000.000,00 (lima puluh miliar rupiah);
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 16 ayat 1|Bagi LJK berupa:|Cukup jelas.||3|c|dana pensiun dengan aset paling sedikit sebesar Rp500.000.000.000,00 (lima ratus miliar rupiah); dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 16 ayat 1|Bagi LJK berupa:|Cukup jelas.||4|d|selain huruf a, b, dan c, dengan modal disetor lebih dari Rp50.000.000.000,00 (lima puluh miliar rupiah) atau dengan aset lebih dari Rp500.000.000.000,00 (lima ratus miliar rupiah), baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyampaikan laporan penerapan Strategi Anti Fraud pertama kali paling lambat 31 Januari 2025.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 16 ayat 2|Bagi LJK berupa:|Cukup jelas.||1|a|bank perekonomian rakyat dengan modal inti kurang dari Rp50.000.000.000,00 (lima puluh miliar rupiah);
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 16 ayat 2|Bagi LJK berupa:|Cukup jelas.||2|b|dana pensiun dengan aset kurang dari Rp500.000.000.000,00 (lima ratus miliar rupiah); dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 16 ayat 2|Bagi LJK berupa:|Cukup jelas.||3|c|selain huruf a dan b, dengan modal disetor paling banyak sebesar Rp50.000.000.000,00 (lima puluh miliar rupiah) dengan aset paling banyak sebesar Rp500.000.000.000,00 (lima ratus miliar rupiah), baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyampaikan laporan penerapan Strategi Anti Fraud pertama kali paling lambat 1 (satu) tahun sejak berlakunya Peraturan Otoritas Jasa Keuangan ini.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 17 ayat 1|Apabila batas waktu penyampaian:|Cukup jelas.||1|a|Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 11;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 17 ayat 1|Apabila batas waktu penyampaian:|Cukup jelas.||2|b|perubahan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 12;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 17 ayat 1|Apabila batas waktu penyampaian:|Cukup jelas.||3|c|laporan penerapan Strategi Anti Fraud sebagaimana dimaksud dalam Pasal 14; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 17 ayat 1|Apabila batas waktu penyampaian:|Cukup jelas.||4|d|laporan kejadian Fraud berdampak signifikan sebagaimana dimaksud dalam Pasal 15, jatuh pada hari Sabtu, hari Minggu, dan/atau hari libur lain maka Strategi Anti Fraud, perubahan Strategi Anti Fraud, laporan penerapan Strategi Anti Fraud, dan/atau laporan kejadian Fraud berdampak signifikan disampaikan pada hari kerja berikutnya.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 17 ayat 2|Apabila LJK mengalami keadaan kahar sehingga tidak dapat menyampaikan laporan sampai dengan batas waktu penyampaian dokumen dan/atau laporan sebagaimana dimaksud pada ayat (1), LJK wajib segera memberitahukan secara tertulis kepada Otoritas Jasa Keuangan untuk memperoleh penundaan batas waktu penyampaian.|Yang dimaksud dengan “keadaan kahar” antara lain kebakaran, banjir, gempa bumi, serangan siber, dan bencana alam maupun bencana sosial lainnya yang mengganggu kegiatan operasional LJK, yang dinyatakan atau diterangkan oleh pejabat atau instansi yang berwenang. Kewajiban LJK untuk segera memberitahukan secara tertulis kepada Otoritas Jasa Keuangan dimaksudkan agar LJK memberitahukan pada kesempatan pertama apabila situasi dan kondisi telah memungkinkan.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|1|Pasal 18 ayat 1|LJK wajib melakukan koreksi atas kesalahan atau pengkinian data dan/atau informasi dalam laporan penerapan Strategi Anti Fraud dan/atau laporan kejadian Fraud berdampak signifikan yang telah disampaikan kepada Otoritas Jasa Keuangan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|2|Pasal 18 ayat 2|Penyampaian koreksi atas kesalahan atau pengkinian data dan/atau informasi sebagaimana dimaksud pada ayat (1), dilakukan dalam jangka waktu paling lama 15 (lima belas) hari kerja terhitung sejak ditemukan adanya kesalahan atau diketahui adanya perubahan data dan/atau informasi dalam laporan penerapan Strategi Anti Fraud dan/atau laporan kejadian Fraud berdampak signifikan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab III|3|Pasal 18 ayat 3|Koreksi atas kesalahan atau pengkinian data dan/atau informasi sebagaimana dimaksud pada ayat (1) dilakukan berdasarkan temuan LJK, Otoritas Jasa Keuangan, dan/atau pihak lain yang berwenang.|Yang dimaksud dengan “pihak lain yang berwenang” antara lain Bank Indonesia, Lembaga Penjamin Simpanan, Badan Pemeriksa Keuangan, Pusat Pelaporan Analisis dan Transaksi Keuangan, Self Regulatory Organization, dan Kantor Akuntan Publik.||||
